"","Name","City","State","Enrollment","Private","Region","Adm_Rate","ACT_median","ACT_Q1","ACT_Q3","Cost","Net_Tuition","Avg_Fac_Salary","PercentFemale","PercentWhite","PercentBlack","PercentHispanic","PercentAsian","FourYearComp_Males","FourYearComp_Females","Debt_median","Salary10yr_median"
"607","Kent State University at Kent","Kent","OH",21793,"Public","Great Lakes",0.8535,23,20,20,23751,9849,82287,0.6364963504,0.902099990844726,0.07,0.0141999995708465,0.009200000166893,0.314574314574,0.403450194769,17470,38000
"608","Kentucky Christian University","Grayson","KY",502,"Private","South East",0.3744,19,17,17,32749,9015,43101,0.4346405229,0.937099990844726,0.0370000004768371,0.015900000333786,0.0063999998569488,0.280821917808,0.493975903614,10625,34600
"609","Kentucky State University","Frankfort","KY",1233,"Public","South East",0.7217,17,15,15,18975,7715,53046,0.5764375877,0.649599990844726,0.306900005340576,0.0317000007629394,0.0112000000476837,0.153846153846,0.315789473684,17479,28700
"610","Kentucky Wesleyan College","Owensboro","KY",783,"Private","South East",0.6416,23,19,19,37572,11205,47115,0.4551886792,0.890999984741211,0.075,0.0255999994277954,0.0077999997138977,0.36036036036,0.434343434343,13500,36700
"612","Kettering College","Kettering","OH",610,"Private","Great Lakes",0.2663,22,20,20,23138,12903,67401,0.8913738019,0.895899963378906,0.0696000003814697,0.0151999998092651,0.0128999996185302,0.466666666667,0.381188118812,21750,54500
"613","Kettering University","Flint","MI",1861,"Private","Great Lakes",0.7027,28,25,25,59227,19893,77436,0.1901840491,0.865899963378906,0.0782000017166137,0.0388000011444091,0.0191999995708465,0.420664206642,0.46875,27000,80500
"617","King University","Bristol","TN",1539,"Private","South East",0.5813,22,19,19,40864,10414,44640,0.6662672259,0.927200012207031,0.0430999994277954,0.0187000000476837,0.0087000000476837,0.286738351254,0.36,18431,43500
"619","Kutztown University of Pennsylvania","Kutztown","PA",7335,"Public","Mid East",0.831,21,18,18,27031,8513,84591,0.5407317073,0.868799972534179,0.0765000009536743,0.0442999982833862,0.0202999997138977,0.466787989081,0.556678700361,19125,41600
"620","La Roche University","Pittsburgh","PA",1262,"Private","Mid East",0.9939,19,16,16,40984,15301,64692,0.6338880484,0.914100036621093,0.0596000003814697,0.0127999997138977,0.0119000005722045,0.550387596899,0.636363636364,19000,40400
"622","La Sierra University","Riverside","CA",1666,"Private","Far West",0.4709,20,17,17,43906,29673,72000,0.633611691,0.599399986267089,0.0778000020980835,0.333400001525878,0.0877000045776367,0.296153846154,0.306976744186,18745,49500
"623","Lafayette College","Easton","PA",2616,"Private","Mid East",0.2939,30,27,27,68640,31923,108936,0.5793991416,0.838199996948242,0.0753000020980835,0.0684999990463257,0.0384999990463256,0.826923076923,0.917808219178,19500,68600
"624","LaGrange College","Lagrange","GA",858,"Private","South East",0.4818,22,20,20,43020,14245,58725,0.4323873122,0.704100036621093,0.252600002288818,0.0346000003814697,0.0144000005722045,0.32,0.46357615894,13441,39600
"626","Lake Erie College","Painesville","OH",703,"Private","Great Lakes",0.65,20,17,17,43169,11579,57762,0.4422222222,0.889599990844726,0.0723000001907348,0.0277999997138977,0.010900000333786,0.385135135135,0.543046357616,15250,36200
"628","Lake Superior State University","Sault Ste Marie","MI",1873,"Public","Great Lakes",0.6338,22,19,19,22176,7615,58446,0.5563909774,0.868899993896484,0.0375999999046325,0.0186000001430511,0.0062999999523162,0.394039735099,0.466887417219,14701,37700
"629","Lakeland University","Plymouth","WI",1765,"Private","Great Lakes",0.5198,19,16,16,39929,11664,61164,0.5765765766,0.870199966430664,0.0705999994277954,0.0373000001907348,0.0213000011444091,0.390804597701,0.440789473684,19200,42800
"630","Lamar University","Beaumont","TX",8623,"Public","South West",0.8432,21,18,18,20016,6816,72468,0.653966831,0.655699996948242,0.239699993133544,0.132200002670288,0.0263000011444091,0.165938864629,0.231722428748,12500,39500
"631","Lancaster Bible College","Lancaster","PA",1530,"Private","Mid East",0.6357,23,20,20,33519,12902,52110,0.5093457944,0.913499984741211,0.0444999980926513,0.0338000011444091,0.0136000001430511,0.439393939394,0.5,13741,34300
"632","Lander University","Greenwood","SC",2879,"Public","South East",0.4257,20,17,17,23942,5691,55863,0.7127507163,0.700500030517578,0.270599994659423,0.0233999991416931,0.0075,0.348547717842,0.381031613977,12463,34200
"635","Lasell University","Newton","MA",1650,"Private","New England",0.7978,21,16,16,51948,18927,74169,0.6674008811,0.880599975585937,0.0473000001907348,0.0501999998092651,0.0272000002861022,0.530927835052,0.616216216216,23250,43000
"636","Lawrence Technological University","Southfield","MI",1991,"Private","Great Lakes",0.7772,26,23,23,45692,22741,70101,0.2814930016,0.801500015258789,0.142100000381469,0.0257999992370605,0.0225,0.46963562753,0.413223140496,19500,55300
"637","Lawrence University","Appleton","WI",1431,"Private","Great Lakes",0.6248,29,27,27,58458,18536,73287,0.5249457701,0.88620002746582,0.0401999998092651,0.046100001335144,0.0325999999046325,0.584,0.75,19849,44100
"639","Le Moyne College","Syracuse","NY",2607,"Private","Mid East",0.688,26,23,23,47551,15572,81180,0.6018651363,0.878600006103515,0.065,0.0379999995231628,0.0190999996662139,0.686832740214,0.677165354331,19500,49600
"640","Lebanon Valley College","Annville","PA",1684,"Private","Mid East",0.7821,25,22,22,56287,17489,68742,0.5437125749,0.921800003051757,0.0374000000953674,0.0319000005722045,0.0155999994277954,0.621052631579,0.690821256039,23460,45800
"641","Lee University","Cleveland","TN",4258,"Private","South East",0.8919,25,21,21,30095,11264,66357,0.5898234683,0.856900024414062,0.0923999977111816,0.0426000022888183,0.0141999995708465,0.361570247934,0.522281639929,17500,34200
"643","Lehigh University","Bethlehem","PA",5030,"Private","Mid East",0.2233,31,29,29,65652,29693,121653,0.4475357711,0.872799987792968,0.0503999996185302,0.0494000005722045,0.0417000007629394,0.801652892562,0.89898989899,21000,81900
"645","Lesley University","Cambridge","MA",2108,"Private","New England",0.7572,26,22,22,45871,19361,78129,0.7928571429,0.840800018310547,0.0659000015258789,0.0576999998092651,0.039300000667572,0.472222222222,0.598465473146,15750,38700
"646","LeTourneau University","Longview","TX",1771,"Private","South West",0.4553,25,21,21,42509,15400,59499,0.5167714885,0.72120002746582,0.148199996948242,0.161700000762939,0.0320000004768371,0.416083916084,0.298305084746,20000,48200
"647","Lewis-Clark State College","Lewiston","ID",2787,"Public","Rocky Mountains",0.9989,20,17,17,15993,4440,55917,0.6354226567,0.914499969482422,0.0064999997615814,0.0390000009536743,0.0091000002622604,0.343675417661,0.386824324324,10967,34600
"649","Lewis University","Romeoville","IL",4217,"Private","Great Lakes",0.5776,24,21,21,39946,16271,83691,0.5491803279,0.78120002746582,0.117299995422363,0.107700004577636,0.0331999993324279,0.421568627451,0.574647887324,19500,48800
"650","Liberty University","Lynchburg","VA",45370,"Private","South East",0.5554,25,21,21,38076,11262,57312,0.6439648587,0.791299972534179,0.14329999923706,0.0555999994277954,0.0200999999046325,0.274177608358,0.267973856209,17500,36700
"651","Life Pacific University","San Dimas","CA",504,"Private","Far West",0.9568,19,16,16,27086,10917,56700,0.552715655,0.713499984741211,0.0588000011444091,0.226900005340576,0.0646000003814697,0.342465753425,0.527777777778,14000,32700
"652","Life University","Marietta","GA",888,"Private","South East",0.9363,19,16,16,35561,20119,61740,0.5776031434,0.758300018310547,0.164699993133544,0.0832999992370605,0.0253999996185302,0.427135678392,0.430555555556,9854,35600
"653","LIM College","New York","NY",1503,"Private","Mid East",0.8346,21,18,18,46352,27234,56790,0.9096296296,0.749100036621093,0.118199996948242,0.124899997711181,0.0534000015258789,0.433333333333,0.513513513514,17750,46000
"654","Limestone College","Gaffney","SC",2278,"Private","South East",0.4416,21,18,18,40606,13130,47709,0.5612732095,0.657799987792968,0.305400009155273,0.0248000001907348,0.0120000004768371,0.217391304348,0.287671232877,16000,37400
"655","Lincoln College","Lincoln","IL",960,"Private","Great Lakes",0.7953,17,15,15,30455,8769,46800,0.5247524752,0.818300018310547,0.118100004196167,0.0548999977111816,0.0244000005722045,0.247967479675,0.260997067449,9500,30900
"656","Lincoln Memorial University","Harrogate","TN",1861,"Private","South East",0.5971,22,19,19,34989,26566,59193,0.7476099426,0.93620002746582,0.0388000011444091,0.0153999996185302,0.0056999999284744,0.550724637681,0.61038961039,14495,38200
"658","Lincoln University","Lincoln University","PA",2113,"Public","Mid East",0.4927,18,16,16,25170,6113,79380,0.6147220047,0.368499984741211,0.511199989318847,0.113500003814697,0.0322000002861023,0.318584070796,0.432835820896,19500,34600
"659","Lindenwood University","Saint Charles","MO",6458,"Private","Plains",0.8811,23,20,20,30117,13700,67968,0.5777216611,0.842300033569336,0.115699996948242,0.0360999989509582,0.0135000002384185,0.439503619442,0.512489233419,21458,41300
"661","Linfield College-McMinnville Campus","McMinnville","OR",1343,"Private","Far West",0.8104,23,20,20,56084,20770,63522,0.7007738607,0.850299987792968,0.0191999995708465,0.0825,0.0403999996185302,0.563981042654,0.707373271889,22026,55200
"662","Lipscomb University","Nashville","TN",2914,"Private","South East",0.5951,26,22,22,45377,19419,69858,0.6469730124,0.844400024414062,0.107299995422363,0.0341000008583068,0.0163999998569488,0.556818181818,0.630979498861,15750,43200
"663","Livingstone College","Salisbury","NC",1148,"Private","South East",0.4164,15,13,13,27595,12403,46179,0.4913705584,0.520499992370605,0.402799987792968,0.0742000007629394,0.0188999998569488,0.193661971831,0.353741496599,14250,23400
"664","Lock Haven University","Lock Haven","PA",3020,"Public","Mid East",0.9434,22,19,19,24373,8282,92043,0.5770363101,0.912300033569336,0.0553000020980835,0.0234999990463256,0.0115999996662139,0.426395939086,0.547878787879,19500,41500
"666","Long Island University","Brookville","NY",6323,"Private","Mid East",0.7554,24,21,21,48623,25158,105021,0.6839010047,0.586399993896484,0.240200004577636,0.157799997329711,0.0638999986648559,0.341052631579,0.415894685519,18750,49000
"667","Longwood University","Farmville","VA",4028,"Public","South East",0.8913,21,18,18,26581,6848,67356,0.6877637131,0.734700012207031,0.209599990844726,0.029300000667572,0.0247000002861022,0.364820846906,0.494809688581,17504,41500
"668","Loras College","Dubuque","IA",1361,"Private","Plains",0.9268,22,19,19,43465,12634,58077,0.4635258359,0.93370002746582,0.0251999998092651,0.0311999988555908,0.0154999995231628,0.567961165049,0.68125,20500,44600
"670","Louisiana College","Pineville","LA",934,"Private","South East",0.7847,21,19,19,25396,10243,49509,0.4404145078,0.726100006103515,0.231800003051757,0.0290000009536743,0.0114999997615814,0.21686746988,0.404580152672,10250,42800
"671","Louisiana State University-Alexandria","Alexandria","LA",2673,"Public","South East",0.5645,20,18,18,14488,5587,55458,0.6816655473,0.695100021362304,0.275699996948242,0.015900000333786,0.0063999998569488,0.210526315789,0.295336787565,9329,33700
"672","Louisiana State University-Shreveport","Shreveport","LA",2175,"Public","South East",0.8652,23,20,20,17712,7690,64593,0.6644897959,0.636300010681152,0.327400016784668,0.0263000011444091,0.0095999997854232,0.282786885246,0.3410041841,12706,35700
"673","Louisiana State University and Agricultural & Mechanical College","Baton Rouge","LA",23468,"Public","South East",0.7423,26,23,23,28539,12076,91728,0.5727889193,0.702900009155273,0.246900005340576,0.0399000000953674,0.0204999995231628,0.513575967649,0.579970831308,13000,50100
"675","Louisiana Tech University","Ruston","LA",8192,"Public","South East",0.6307,25,22,22,20098,7696,71037,0.4864058355,0.682600021362304,0.282600002288818,0.0265000009536743,0.01,0.418269230769,0.53216374269,13000,41500
"676","Lourdes University","Sylvania","OH",1014,"Private","Great Lakes",0.8946,21,18,18,33106,12665,50805,0.6127819549,0.821999969482422,0.13079999923706,0.0372000002861023,0.0120000004768371,0.407894736842,0.344086021505,21348,36500
"677","Loyola Marymount University","Los Angeles","CA",6557,"Private","Far West",0.4713,29,27,27,64484,33429,105597,0.5991213619,0.625099983215332,0.0782000017166137,0.241700000762939,0.120100002288818,0.765957446809,0.788643533123,19000,61300
"678","Loyola University Chicago","Chicago","IL",11727,"Private","Great Lakes",0.6792,28,25,25,57297,24717,95751,0.6853006682,0.764899978637695,0.10079999923706,0.122100000381469,0.0546000003814697,0.630522088353,0.67501789549,20000,54100
"680","Loyola University New Orleans","New Orleans","LA",2868,"Private","South East",0.9431,25,22,22,52842,15191,77247,0.6433239963,0.719300003051757,0.192099990844726,0.102299995422363,0.0339000010490417,0.55223880597,0.558044806517,19500,47100
"681","Lubbock Christian University","Lubbock","TX",1393,"Private","South West",0.8966,22,18,18,33984,13988,57672,0.6372430472,0.788499984741211,0.0532000017166137,0.256700000762939,0.0136000001430511,0.366459627329,0.474164133739,14825,41800
"682","Luther College","Decorah","IA",1974,"Private","Plains",0.6257,26,23,23,54045,16779,67833,0.5242718447,0.933499984741211,0.0223000001907348,0.0281999993324279,0.0172000002861022,0.645739910314,0.755319148936,25250,47400
"683","Lycoming College","Williamsport","PA",1131,"Private","Mid East",0.656,22,19,19,53138,10560,69129,0.4813084112,0.915,0.0465999984741211,0.0229999995231628,0.0172000002861022,0.610294117647,0.62874251497,25938,45700
"684","Lynn University","Boca Raton","FL",2194,"Private","South East",0.7045,22,20,20,55100,20918,49374,0.5967016492,0.8075,0.106099996566772,0.112799997329711,0.0322000002861023,0.528925619835,0.561151079137,11250,39300
"685","Lyon College","Batesville","AR",655,"Private","South East",0.4986,25,21,21,38173,9961,59895,0.4325068871,0.887099990844726,0.0686999988555908,0.0313000011444091,0.0093000000715255,0.532467532468,0.47191011236,13250,38600
"686","Macalester College","Saint Paul","MN",2160,"Private","Plains",0.4124,31,29,29,66280,23225,95607,0.593385214,0.835800018310547,0.0623000001907348,0.0601999998092651,0.0409000015258789,0.807142857143,0.912371134021,19432,47600
"687","MacMurray College","Jacksonville","IL",548,"Private","Great Lakes",0.5535,20,18,18,36602,11369,53307,0.4736842105,0.873199996948242,0.0893000030517578,0.0319000005722045,0.0111000001430511,0.403669724771,0.512,18326,36200
"688","Madonna University","Livonia","MI",2311,"Private","Great Lakes",0.7827,22,19,19,30767,14400,66393,0.6872294372,0.765400009155273,0.177099990844726,0.0258999991416931,0.0256999993324279,0.441340782123,0.429166666667,20500,40900
"689","Maine Maritime Academy","Castine","ME",979,"Public","New England",0.5502,24,21,21,26962,19910,106254,0.1750547046,0.952099990844726,0.015900000333786,0.0202999997138977,0.0081000000238418,0.610328638498,0.631578947368,27000,95600
"690","Malone University","Canton","OH",1188,"Private","Great Lakes",0.6969,22,19,19,41887,11545,58959,0.5685210312,0.909499969482422,0.0648999977111816,0.0126999998092651,0.0073000001907348,0.449541284404,0.573333333333,15703,41700
"692","Manhattan College","Riverdale","NY",3654,"Private","Mid East",0.7455,25,23,23,56535,23401,100584,0.4779411765,0.787200012207031,0.0840999984741211,0.131599998474121,0.0438999986648559,0.705463182898,0.685393258427,21500,65000
"695","Mansfield University of Pennsylvania","Mansfield","PA",1552,"Public","Mid East",0.9235,20,17,17,27222,7601,89136,0.5930851064,0.914700012207031,0.0551999998092651,0.0199000000953674,0.0093999999761581,0.450867052023,0.484435797665,20000,38600
"696","Maranatha Baptist University","Watertown","WI",623,"Private","Great Lakes",0.908,23,20,20,25217,12099,40878,0.5561643836,0.907900009155273,0.0428000020980835,0.0448000001907348,0.0115999996662139,0.375,0.380530973451,12000,33000
